Race,Age.Group,Year.of.diagnosis,Sex,Count
1,0,5,0,7
1,0,5,1,2
1,0,5,2,5
1,0,6,0,8
1,0,6,1,2
1,0,6,2,6
1,0,7,0,8
1,0,7,1,4
1,0,7,2,4
1,0,8,0,7
1,0,8,1,3
1,0,8,2,4
1,0,9,0,11
1,0,9,1,6
1,0,9,2,5
1,0,10,0,5
1,0,10,1,0
1,0,10,2,5
1,0,11,0,9
1,0,11,1,5
1,0,11,2,4
1,0,12,0,12
1,0,12,1,6
1,0,12,2,6
1,0,13,0,8
1,0,13,1,3
1,0,13,2,5
1,0,14,0,11
1,0,14,1,2
1,0,14,2,9
1,0,15,0,10
1,0,15,1,3
1,0,15,2,7
1,0,16,0,4
1,0,16,1,2
1,0,16,2,2
1,0,17,0,9
1,0,17,1,1
1,0,17,2,8
1,0,18,0,5
1,0,18,1,2
1,0,18,2,3
1,0,19,0,10
1,0,19,1,4
1,0,19,2,6
1,0,20,0,9
1,0,20,1,6
1,0,20,2,3
1,0,21,0,7
1,0,21,1,2
1,0,21,2,5
1,0,22,0,9
1,0,22,1,6
1,0,22,2,3
1,0,23,0,6
1,0,23,1,4
1,0,23,2,2
1,0,24,0,9
1,0,24,1,4
1,0,24,2,5
1,0,25,0,7
1,0,25,1,4
1,0,25,2,3
1,0,26,0,14
1,0,26,1,4
1,0,26,2,10
1,0,27,0,8
1,0,27,1,3
1,0,27,2,5
1,0,28,0,10
1,0,28,1,6
1,0,28,2,4
1,0,29,0,9
1,0,29,1,3
1,0,29,2,6
1,0,30,0,9
1,0,30,1,4
1,0,30,2,5
1,0,31,0,22
1,0,31,1,7
1,0,31,2,15
1,0,32,0,12
1,0,32,1,6
1,0,32,2,6
1,0,33,0,8
1,0,33,1,4
1,0,33,2,4
1,0,34,0,11
1,0,34,1,8
1,0,34,2,3
1,0,35,0,8
1,0,35,1,1
1,0,35,2,7
1,0,36,0,17
1,0,36,1,7
1,0,36,2,10
1,0,37,0,4
1,0,37,1,1
1,0,37,2,3
1,0,38,0,16
1,0,38,1,10
1,0,38,2,6
1,0,39,0,13
1,0,39,1,6
1,0,39,2,7
1,0,40,0,7
1,0,40,1,4
1,0,40,2,3
1,0,41,0,14
1,0,41,1,9
1,0,41,2,5
1,0,42,0,10
1,0,42,1,6
1,0,42,2,4
1,0,43,0,12
1,0,43,1,4
1,0,43,2,8
1,0,44,0,7
1,0,44,1,5
1,0,44,2,2
1,0,45,0,5
1,0,45,1,2
1,0,45,2,3
1,1,0,0,3564
1,1,0,1,1933
1,1,0,2,1631
1,1,1,0,61
1,1,1,1,40
1,1,1,2,21
1,1,2,0,55
1,1,2,1,27
1,1,2,2,28
1,1,3,0,65
1,1,3,1,37
1,1,3,2,28
1,1,4,0,60
1,1,4,1,32
1,1,4,2,28
1,1,5,0,52
1,1,5,1,26
1,1,5,2,26
1,1,6,0,68
1,1,6,1,39
1,1,6,2,29
1,1,7,0,55
1,1,7,1,28
1,1,7,2,27
1,1,8,0,55
1,1,8,1,33
1,1,8,2,22
1,1,9,0,66
1,1,9,1,37
1,1,9,2,29
1,1,10,0,67
1,1,10,1,26
1,1,10,2,41
1,1,11,0,78
1,1,11,1,53
1,1,11,2,25
1,1,12,0,73
1,1,12,1,41
1,1,12,2,32
1,1,13,0,68
1,1,13,1,37
1,1,13,2,31
1,1,14,0,76
1,1,14,1,41
1,1,14,2,35
1,1,15,0,82
1,1,15,1,45
1,1,15,2,37
1,1,16,0,76
1,1,16,1,36
1,1,16,2,40
1,1,17,0,91
1,1,17,1,51
1,1,17,2,40
1,1,18,0,66
1,1,18,1,41
1,1,18,2,25
1,1,19,0,79
1,1,19,1,37
1,1,19,2,42
1,1,20,0,74
1,1,20,1,43
1,1,20,2,31
1,1,21,0,91
1,1,21,1,55
1,1,21,2,36
1,1,22,0,83
1,1,22,1,53
1,1,22,2,30
1,1,23,0,81
1,1,23,1,40
1,1,23,2,41
1,1,24,0,83
1,1,24,1,48
1,1,24,2,35
1,1,25,0,82
1,1,25,1,45
1,1,25,2,37
1,1,26,0,93
1,1,26,1,51
1,1,26,2,42
1,1,27,0,75
1,1,27,1,43
1,1,27,2,32
1,1,28,0,107
1,1,28,1,55
1,1,28,2,52
1,1,29,0,70
1,1,29,1,44
1,1,29,2,26
1,1,30,0,101
1,1,30,1,62
1,1,30,2,39
1,1,31,0,86
1,1,31,1,50
1,1,31,2,36
1,1,32,0,87
1,1,32,1,42
1,1,32,2,45
1,1,33,0,82
1,1,33,1,43
1,1,33,2,39
1,1,34,0,87
1,1,34,1,44
1,1,34,2,43
1,1,35,0,107
1,1,35,1,55
1,1,35,2,52
1,1,36,0,98
1,1,36,1,48
1,1,36,2,50
1,1,37,0,103
1,1,37,1,44
1,1,37,2,59
1,1,38,0,92
1,1,38,1,43
1,1,38,2,49
1,1,39,0,86
1,1,39,1,50
1,1,39,2,36
1,1,40,0,79
1,1,40,1,41
1,1,40,2,38
1,1,41,0,85
1,1,41,1,44
1,1,41,2,41
1,1,42,0,85
1,1,42,1,44
1,1,42,2,41
1,1,43,0,101
1,1,43,1,56
1,1,43,2,45
1,1,44,0,78
1,1,44,1,39
1,1,44,2,39
1,1,45,0,75
1,1,45,1,44
1,1,45,2,31
1,2,0,0,1939
1,2,0,1,1098
1,2,0,2,841
1,2,1,0,29
1,2,1,1,19
1,2,1,2,10
1,2,2,0,46
1,2,2,1,26
1,2,2,2,20
1,2,3,0,35
1,2,3,1,20
1,2,3,2,15
1,2,4,0,36
1,2,4,1,22
1,2,4,2,14
1,2,5,0,38
1,2,5,1,20
1,2,5,2,18
1,2,6,0,35
1,2,6,1,16
1,2,6,2,19
1,2,7,0,40
1,2,7,1,18
1,2,7,2,22
1,2,8,0,28
1,2,8,1,13
1,2,8,2,15
1,2,9,0,30
1,2,9,1,14
1,2,9,2,16
1,2,10,0,32
1,2,10,1,20
1,2,10,2,12
1,2,11,0,39
1,2,11,1,24
1,2,11,2,15
1,2,12,0,38
1,2,12,1,27
1,2,12,2,11
1,2,13,0,40
1,2,13,1,22
1,2,13,2,18
1,2,14,0,34
1,2,14,1,21
1,2,14,2,13
1,2,15,0,52
1,2,15,1,26
1,2,15,2,26
1,2,16,0,46
1,2,16,1,27
1,2,16,2,19
1,2,17,0,41
1,2,17,1,24
1,2,17,2,17
1,2,18,0,40
1,2,18,1,27
1,2,18,2,13
1,2,19,0,38
1,2,19,1,17
1,2,19,2,21
1,2,20,0,33
1,2,20,1,19
1,2,20,2,14
1,2,21,0,40
1,2,21,1,24
1,2,21,2,16
1,2,22,0,51
1,2,22,1,25
1,2,22,2,26
1,2,23,0,50
1,2,23,1,23
1,2,23,2,27
1,2,24,0,58
1,2,24,1,27
1,2,24,2,31
1,2,25,0,60
1,2,25,1,34
1,2,25,2,26
1,2,26,0,51
1,2,26,1,29
1,2,26,2,22
1,2,27,0,47
1,2,27,1,26
1,2,27,2,21
1,2,28,0,34
1,2,28,1,21
1,2,28,2,13
1,2,29,0,40
1,2,29,1,16
1,2,29,2,24
1,2,30,0,46
1,2,30,1,27
1,2,30,2,19
1,2,31,0,53
1,2,31,1,33
1,2,31,2,20
1,2,32,0,41
1,2,32,1,23
1,2,32,2,18
1,2,33,0,41
1,2,33,1,23
1,2,33,2,18
1,2,34,0,49
1,2,34,1,30
1,2,34,2,19
1,2,35,0,39
1,2,35,1,21
1,2,35,2,18
1,2,36,0,51
1,2,36,1,32
1,2,36,2,19
1,2,37,0,58
1,2,37,1,33
1,2,37,2,25
1,2,38,0,49
1,2,38,1,30
1,2,38,2,19
1,2,39,0,45
1,2,39,1,24
1,2,39,2,21
1,2,40,0,50
1,2,40,1,28
1,2,40,2,22
1,2,41,0,45
1,2,41,1,31
1,2,41,2,14
1,2,42,0,56
1,2,42,1,32
1,2,42,2,24
1,2,43,0,53
1,2,43,1,32
1,2,43,2,21
1,2,44,0,41
1,2,44,1,27
1,2,44,2,14
1,2,45,0,41
1,2,45,1,25
1,2,45,2,16
1,3,0,0,1408
1,3,0,1,812
1,3,0,2,596
1,3,1,0,27
1,3,1,1,15
1,3,1,2,12
1,3,2,0,25
1,3,2,1,12
1,3,2,2,13
1,3,3,0,28
1,3,3,1,18
1,3,3,2,10
1,3,4,0,22
1,3,4,1,14
1,3,4,2,8
1,3,5,0,24
1,3,5,1,13
1,3,5,2,11
1,3,6,0,21
1,3,6,1,15
1,3,6,2,6
1,3,7,0,25
1,3,7,1,15
1,3,7,2,10
1,3,8,0,33
1,3,8,1,20
1,3,8,2,13
1,3,9,0,23
1,3,9,1,19
1,3,9,2,4
1,3,10,0,37
1,3,10,1,20
1,3,10,2,17
1,3,11,0,33
1,3,11,1,15
1,3,11,2,18
1,3,12,0,21
1,3,12,1,13
1,3,12,2,8
1,3,13,0,30
1,3,13,1,15
1,3,13,2,15
1,3,14,0,14
1,3,14,1,9
1,3,14,2,5
1,3,15,0,37
1,3,15,1,23
1,3,15,2,14
1,3,16,0,24
1,3,16,1,8
1,3,16,2,16
1,3,17,0,30
1,3,17,1,14
1,3,17,2,16
1,3,18,0,31
1,3,18,1,18
1,3,18,2,13
1,3,19,0,25
1,3,19,1,16
1,3,19,2,9
1,3,20,0,20
1,3,20,1,10
1,3,20,2,10
1,3,21,0,34
1,3,21,1,20
1,3,21,2,14
1,3,22,0,26
1,3,22,1,15
1,3,22,2,11
1,3,23,0,27
1,3,23,1,16
1,3,23,2,11
1,3,24,0,30
1,3,24,1,19
1,3,24,2,11
1,3,25,0,27
1,3,25,1,16
1,3,25,2,11
1,3,26,0,28
1,3,26,1,11
1,3,26,2,17
1,3,27,0,40
1,3,27,1,22
1,3,27,2,18
1,3,28,0,35
1,3,28,1,25
1,3,28,2,10
1,3,29,0,29
1,3,29,1,18
1,3,29,2,11
1,3,30,0,44
1,3,30,1,22
1,3,30,2,22
1,3,31,0,40
1,3,31,1,23
1,3,31,2,17
1,3,32,0,39
1,3,32,1,21
1,3,32,2,18
1,3,33,0,33
1,3,33,1,19
1,3,33,2,14
1,3,34,0,37
1,3,34,1,23
1,3,34,2,14
1,3,35,0,43
1,3,35,1,33
1,3,35,2,10
1,3,36,0,32
1,3,36,1,17
1,3,36,2,15
1,3,37,0,31
1,3,37,1,16
1,3,37,2,15
1,3,38,0,30
1,3,38,1,14
1,3,38,2,16
1,3,39,0,47
1,3,39,1,24
1,3,39,2,23
1,3,40,0,39
1,3,40,1,21
1,3,40,2,18
1,3,41,0,37
1,3,41,1,22
1,3,41,2,15
1,3,42,0,39
1,3,42,1,25
1,3,42,2,14
1,3,43,0,34
1,3,43,1,22
1,3,43,2,12
1,3,44,0,33
1,3,44,1,20
1,3,44,2,13
1,3,45,0,44
1,3,45,1,26
1,3,45,2,18
1,4,0,0,1431
1,4,0,1,868
1,4,0,2,563
1,4,1,0,27
1,4,1,1,17
1,4,1,2,10
1,4,2,0,26
1,4,2,1,18
1,4,2,2,8
1,4,3,0,24
1,4,3,1,16
1,4,3,2,8
1,4,4,0,30
1,4,4,1,20
1,4,4,2,10
1,4,5,0,34
1,4,5,1,24
1,4,5,2,10
1,4,6,0,27
1,4,6,1,17
1,4,6,2,10
1,4,7,0,32
1,4,7,1,19
1,4,7,2,13
1,4,8,0,27
1,4,8,1,13
1,4,8,2,14
1,4,9,0,29
1,4,9,1,16
1,4,9,2,13
1,4,10,0,25
1,4,10,1,16
1,4,10,2,9
1,4,11,0,25
1,4,11,1,13
1,4,11,2,12
1,4,12,0,28
1,4,12,1,21
1,4,12,2,7
1,4,13,0,14
1,4,13,1,11
1,4,13,2,3
1,4,14,0,22
1,4,14,1,13
1,4,14,2,9
1,4,15,0,27
1,4,15,1,15
1,4,15,2,12
1,4,16,0,23
1,4,16,1,16
1,4,16,2,7
1,4,17,0,24
1,4,17,1,14
1,4,17,2,10
1,4,18,0,26
1,4,18,1,18
1,4,18,2,8
1,4,19,0,23
1,4,19,1,12
1,4,19,2,11
1,4,20,0,30
1,4,20,1,16
1,4,20,2,14
1,4,21,0,35
1,4,21,1,17
1,4,21,2,18
1,4,22,0,23
1,4,22,1,16
1,4,22,2,7
1,4,23,0,35
1,4,23,1,23
1,4,23,2,12
1,4,24,0,28
1,4,24,1,18
1,4,24,2,10
1,4,25,0,27
1,4,25,1,15
1,4,25,2,12
1,4,26,0,38
1,4,26,1,18
1,4,26,2,20
1,4,27,0,32
1,4,27,1,16
1,4,27,2,16
1,4,28,0,52
1,4,28,1,35
1,4,28,2,17
1,4,29,0,40
1,4,29,1,25
1,4,29,2,15
1,4,30,0,40
1,4,30,1,32
1,4,30,2,8
1,4,31,0,32
1,4,31,1,20
1,4,31,2,12
1,4,32,0,30
1,4,32,1,19
1,4,32,2,11
1,4,33,0,41
1,4,33,1,15
1,4,33,2,26
1,4,34,0,41
1,4,34,1,29
1,4,34,2,12
1,4,35,0,31
1,4,35,1,17
1,4,35,2,14
1,4,36,0,27
1,4,36,1,12
1,4,36,2,15
1,4,37,0,47
1,4,37,1,29
1,4,37,2,18
1,4,38,0,35
1,4,38,1,22
1,4,38,2,13
1,4,39,0,33
1,4,39,1,18
1,4,39,2,15
1,4,40,0,33
1,4,40,1,16
1,4,40,2,17
1,4,41,0,35
1,4,41,1,16
1,4,41,2,19
1,4,42,0,53
1,4,42,1,37
1,4,42,2,16
1,4,43,0,43
1,4,43,1,27
1,4,43,2,16
1,4,44,0,33
1,4,44,1,21
1,4,44,2,12
1,4,45,0,44
1,4,45,1,30
1,4,45,2,14
1,5,0,0,1243
1,5,0,1,723
1,5,0,2,520
1,5,1,0,25
1,5,1,1,12
1,5,1,2,13
1,5,2,0,25
1,5,2,1,17
1,5,2,2,8
1,5,3,0,23
1,5,3,1,8
1,5,3,2,15
1,5,4,0,28
1,5,4,1,18
1,5,4,2,10
1,5,5,0,29
1,5,5,1,16
1,5,5,2,13
1,5,6,0,25
1,5,6,1,16
1,5,6,2,9
1,5,7,0,17
1,5,7,1,9
1,5,7,2,8
1,5,8,0,21
1,5,8,1,12
1,5,8,2,9
1,5,9,0,22
1,5,9,1,15
1,5,9,2,7
1,5,10,0,31
1,5,10,1,20
1,5,10,2,11
1,5,11,0,23
1,5,11,1,13
1,5,11,2,10
1,5,12,0,21
1,5,12,1,14
1,5,12,2,7
1,5,13,0,13
1,5,13,1,8
1,5,13,2,5
1,5,14,0,31
1,5,14,1,23
1,5,14,2,8
1,5,15,0,17
1,5,15,1,14
1,5,15,2,3
1,5,16,0,25
1,5,16,1,14
1,5,16,2,11
1,5,17,0,24
1,5,17,1,18
1,5,17,2,6
1,5,18,0,26
1,5,18,1,12
1,5,18,2,14
1,5,19,0,27
1,5,19,1,19
1,5,19,2,8
1,5,20,0,26
1,5,20,1,11
1,5,20,2,15
1,5,21,0,32
1,5,21,1,15
1,5,21,2,17
1,5,22,0,21
1,5,22,1,15
1,5,22,2,6
1,5,23,0,35
1,5,23,1,22
1,5,23,2,13
1,5,24,0,31
1,5,24,1,14
1,5,24,2,17
1,5,25,0,27
1,5,25,1,16
1,5,25,2,11
1,5,26,0,34
1,5,26,1,18
1,5,26,2,16
1,5,27,0,30
1,5,27,1,20
1,5,27,2,10
1,5,28,0,26
1,5,28,1,16
1,5,28,2,10
1,5,29,0,34
1,5,29,1,17
1,5,29,2,17
1,5,30,0,25
1,5,30,1,16
1,5,30,2,9
1,5,31,0,32
1,5,31,1,23
1,5,31,2,9
1,5,32,0,34
1,5,32,1,15
1,5,32,2,19
1,5,33,0,39
1,5,33,1,22
1,5,33,2,17
1,5,34,0,34
1,5,34,1,21
1,5,34,2,13
1,5,35,0,20
1,5,35,1,7
1,5,35,2,13
1,5,36,0,35
1,5,36,1,18
1,5,36,2,17
1,5,37,0,26
1,5,37,1,16
1,5,37,2,10
1,5,38,0,34
1,5,38,1,15
1,5,38,2,19
1,5,39,0,30
1,5,39,1,17
1,5,39,2,13
1,5,40,0,36
1,5,40,1,21
1,5,40,2,15
1,5,41,0,40
1,5,41,1,27
1,5,41,2,13
1,5,42,0,30
1,5,42,1,15
1,5,42,2,15
1,5,43,0,30
1,5,43,1,22
1,5,43,2,8
1,5,44,0,21
1,5,44,1,9
1,5,44,2,12
1,5,45,0,28
1,5,45,1,17
1,5,45,2,11
1,6,0,0,1479
1,6,0,1,842
1,6,0,2,637
1,6,1,0,30
1,6,1,1,22
1,6,1,2,8
1,6,2,0,30
1,6,2,1,19
1,6,2,2,11
1,6,3,0,31
1,6,3,1,18
1,6,3,2,13
1,6,4,0,32
1,6,4,1,15
1,6,4,2,17
1,6,5,0,31
1,6,5,1,22
1,6,5,2,9
1,6,6,0,30
1,6,6,1,22
1,6,6,2,8
1,6,7,0,34
1,6,7,1,21
1,6,7,2,13
1,6,8,0,30
1,6,8,1,19
1,6,8,2,11
1,6,9,0,26
1,6,9,1,13
1,6,9,2,13
1,6,10,0,26
1,6,10,1,16
1,6,10,2,10
1,6,11,0,32
1,6,11,1,20
1,6,11,2,12
1,6,12,0,37
1,6,12,1,18
1,6,12,2,19
1,6,13,0,29
1,6,13,1,19
1,6,13,2,10
1,6,14,0,30
1,6,14,1,18
1,6,14,2,12
1,6,15,0,32
1,6,15,1,15
1,6,15,2,17
1,6,16,0,20
1,6,16,1,12
1,6,16,2,8
1,6,17,0,23
1,6,17,1,12
1,6,17,2,11
1,6,18,0,39
1,6,18,1,20
1,6,18,2,19
1,6,19,0,24
1,6,19,1,18
1,6,19,2,6
1,6,20,0,29
1,6,20,1,17
1,6,20,2,12
1,6,21,0,32
1,6,21,1,17
1,6,21,2,15
1,6,22,0,23
1,6,22,1,16
1,6,22,2,7
1,6,23,0,25
1,6,23,1,17
1,6,23,2,8
1,6,24,0,26
1,6,24,1,12
1,6,24,2,14
1,6,25,0,42
1,6,25,1,24
1,6,25,2,18
1,6,26,0,25
1,6,26,1,14
1,6,26,2,11
1,6,27,0,34
1,6,27,1,14
1,6,27,2,20
1,6,28,0,29
1,6,28,1,19
1,6,28,2,10
1,6,29,0,31
1,6,29,1,19
1,6,29,2,12
1,6,30,0,31
1,6,30,1,16
1,6,30,2,15
1,6,31,0,28
1,6,31,1,16
1,6,31,2,12
1,6,32,0,31
1,6,32,1,14
1,6,32,2,17
1,6,33,0,49
1,6,33,1,25
1,6,33,2,24
1,6,34,0,44
1,6,34,1,24
1,6,34,2,20
1,6,35,0,34
1,6,35,1,23
1,6,35,2,11
1,6,36,0,29
1,6,36,1,16
1,6,36,2,13
1,6,37,0,50
1,6,37,1,26
1,6,37,2,24
1,6,38,0,36
1,6,38,1,20
1,6,38,2,16
1,6,39,0,43
1,6,39,1,21
1,6,39,2,22
1,6,40,0,45
1,6,40,1,26
1,6,40,2,19
1,6,41,0,37
1,6,41,1,22
1,6,41,2,15
1,6,42,0,39
1,6,42,1,18
1,6,42,2,21
1,6,43,0,43
1,6,43,1,24
1,6,43,2,19
1,6,44,0,40
1,6,44,1,21
1,6,44,2,19
1,6,45,0,38
1,6,45,1,22
1,6,45,2,16
1,7,0,0,1757
1,7,0,1,1034
1,7,0,2,723
1,7,1,0,23
1,7,1,1,15
1,7,1,2,8
1,7,2,0,34
1,7,2,1,19
1,7,2,2,15
1,7,3,0,31
1,7,3,1,22
1,7,3,2,9
1,7,4,0,29
1,7,4,1,22
1,7,4,2,7
1,7,5,0,25
1,7,5,1,15
1,7,5,2,10
1,7,6,0,32
1,7,6,1,17
1,7,6,2,15
1,7,7,0,40
1,7,7,1,18
1,7,7,2,22
1,7,8,0,33
1,7,8,1,17
1,7,8,2,16
1,7,9,0,40
1,7,9,1,21
1,7,9,2,19
1,7,10,0,40
1,7,10,1,25
1,7,10,2,15
1,7,11,0,34
1,7,11,1,17
1,7,11,2,17
1,7,12,0,26
1,7,12,1,16
1,7,12,2,10
1,7,13,0,43
1,7,13,1,23
1,7,13,2,20
1,7,14,0,43
1,7,14,1,26
1,7,14,2,17
1,7,15,0,45
1,7,15,1,28
1,7,15,2,17
1,7,16,0,27
1,7,16,1,16
1,7,16,2,11
1,7,17,0,39
1,7,17,1,19
1,7,17,2,20
1,7,18,0,44
1,7,18,1,32
1,7,18,2,12
1,7,19,0,34
1,7,19,1,20
1,7,19,2,14
1,7,20,0,35
1,7,20,1,24
1,7,20,2,11
1,7,21,0,61
1,7,21,1,38
1,7,21,2,23
1,7,22,0,37
1,7,22,1,25
1,7,22,2,12
1,7,23,0,32
1,7,23,1,21
1,7,23,2,11
1,7,24,0,34
1,7,24,1,22
1,7,24,2,12
1,7,25,0,24
1,7,25,1,15
1,7,25,2,9
1,7,26,0,46
1,7,26,1,28
1,7,26,2,18
1,7,27,0,43
1,7,27,1,26
1,7,27,2,17
1,7,28,0,37
1,7,28,1,18
1,7,28,2,19
1,7,29,0,40
1,7,29,1,23
1,7,29,2,17
1,7,30,0,49
1,7,30,1,28
1,7,30,2,21
1,7,31,0,42
1,7,31,1,25
1,7,31,2,17
1,7,32,0,35
1,7,32,1,21
1,7,32,2,14
1,7,33,0,40
1,7,33,1,20
1,7,33,2,20
1,7,34,0,40
1,7,34,1,24
1,7,34,2,16
1,7,35,0,30
1,7,35,1,19
1,7,35,2,11
1,7,36,0,39
1,7,36,1,22
1,7,36,2,17
1,7,37,0,50
1,7,37,1,38
1,7,37,2,12
1,7,38,0,43
1,7,38,1,20
1,7,38,2,23
1,7,39,0,57
1,7,39,1,32
1,7,39,2,25
1,7,40,0,47
1,7,40,1,24
1,7,40,2,23
1,7,41,0,35
1,7,41,1,19
1,7,41,2,16
1,7,42,0,46
1,7,42,1,28
1,7,42,2,18
1,7,43,0,66
1,7,43,1,36
1,7,43,2,30
1,7,44,0,48
1,7,44,1,29
1,7,44,2,19
1,7,45,0,39
1,7,45,1,21
1,7,45,2,18
1,8,0,0,2182
1,8,0,1,1270
1,8,0,2,912
1,8,1,0,33
1,8,1,1,19
1,8,1,2,14
1,8,2,0,30
1,8,2,1,16
1,8,2,2,14
1,8,3,0,25
1,8,3,1,19
1,8,3,2,6
1,8,4,0,36
1,8,4,1,22
1,8,4,2,14
1,8,5,0,37
1,8,5,1,18
1,8,5,2,19
1,8,6,0,37
1,8,6,1,21
1,8,6,2,16
1,8,7,0,31
1,8,7,1,21
1,8,7,2,10
1,8,8,0,42
1,8,8,1,25
1,8,8,2,17
1,8,9,0,45
1,8,9,1,27
1,8,9,2,18
1,8,10,0,45
1,8,10,1,28
1,8,10,2,17
1,8,11,0,51
1,8,11,1,24
1,8,11,2,27
1,8,12,0,40
1,8,12,1,22
1,8,12,2,18
1,8,13,0,56
1,8,13,1,25
1,8,13,2,31
1,8,14,0,50
1,8,14,1,31
1,8,14,2,19
1,8,15,0,46
1,8,15,1,21
1,8,15,2,25
1,8,16,0,43
1,8,16,1,26
1,8,16,2,17
1,8,17,0,43
1,8,17,1,31
1,8,17,2,12
1,8,18,0,47
1,8,18,1,33
1,8,18,2,14
1,8,19,0,45
1,8,19,1,29
1,8,19,2,16
1,8,20,0,50
1,8,20,1,32
1,8,20,2,18
1,8,21,0,55
1,8,21,1,38
1,8,21,2,17
1,8,22,0,50
1,8,22,1,26
1,8,22,2,24
1,8,23,0,60
1,8,23,1,35
1,8,23,2,25
1,8,24,0,58
1,8,24,1,36
1,8,24,2,22
1,8,25,0,53
1,8,25,1,33
1,8,25,2,20
1,8,26,0,57
1,8,26,1,31
1,8,26,2,26
1,8,27,0,46
1,8,27,1,26
1,8,27,2,20
1,8,28,0,52
1,8,28,1,33
1,8,28,2,19
1,8,29,0,46
1,8,29,1,24
1,8,29,2,22
1,8,30,0,37
1,8,30,1,21
1,8,30,2,16
1,8,31,0,47
1,8,31,1,29
1,8,31,2,18
1,8,32,0,55
1,8,32,1,28
1,8,32,2,27
1,8,33,0,42
1,8,33,1,25
1,8,33,2,17
1,8,34,0,48
1,8,34,1,30
1,8,34,2,18
1,8,35,0,59
1,8,35,1,31
1,8,35,2,28
1,8,36,0,46
1,8,36,1,25
1,8,36,2,21
1,8,37,0,48
1,8,37,1,28
1,8,37,2,20
1,8,38,0,58
1,8,38,1,27
1,8,38,2,31
1,8,39,0,58
1,8,39,1,38
1,8,39,2,20
1,8,40,0,64
1,8,40,1,34
1,8,40,2,30
1,8,41,0,45
1,8,41,1,26
1,8,41,2,19
1,8,42,0,68
1,8,42,1,38
1,8,42,2,30
1,8,43,0,62
1,8,43,1,37
1,8,43,2,25
1,8,44,0,61
1,8,44,1,37
1,8,44,2,24
1,8,45,0,75
1,8,45,1,44
1,8,45,2,31
1,9,0,0,2799
1,9,0,1,1643
1,9,0,2,1156
1,9,1,0,30
1,9,1,1,12
1,9,1,2,18
1,9,2,0,42
1,9,2,1,26
1,9,2,2,16
1,9,3,0,28
1,9,3,1,18
1,9,3,2,10
1,9,4,0,38
1,9,4,1,23
1,9,4,2,15
1,9,5,0,42
1,9,5,1,25
1,9,5,2,17
1,9,6,0,45
1,9,6,1,25
1,9,6,2,20
1,9,7,0,34
1,9,7,1,21
1,9,7,2,13
1,9,8,0,41
1,9,8,1,27
1,9,8,2,14
1,9,9,0,49
1,9,9,1,27
1,9,9,2,22
1,9,10,0,37
1,9,10,1,22
1,9,10,2,15
1,9,11,0,48
1,9,11,1,32
1,9,11,2,16
1,9,12,0,48
1,9,12,1,28
1,9,12,2,20
1,9,13,0,54
1,9,13,1,30
1,9,13,2,24
1,9,14,0,57
1,9,14,1,34
1,9,14,2,23
1,9,15,0,60
1,9,15,1,32
1,9,15,2,28
1,9,16,0,57
1,9,16,1,42
1,9,16,2,15
1,9,17,0,68
1,9,17,1,38
1,9,17,2,30
1,9,18,0,65
1,9,18,1,34
1,9,18,2,31
1,9,19,0,78
1,9,19,1,49
1,9,19,2,29
1,9,20,0,78
1,9,20,1,44
1,9,20,2,34
1,9,21,0,83
1,9,21,1,48
1,9,21,2,35
1,9,22,0,60
1,9,22,1,32
1,9,22,2,28
1,9,23,0,60
1,9,23,1,41
1,9,23,2,19
1,9,24,0,79
1,9,24,1,46
1,9,24,2,33
1,9,25,0,72
1,9,25,1,36
1,9,25,2,36
1,9,26,0,63
1,9,26,1,38
1,9,26,2,25
1,9,27,0,83
1,9,27,1,44
1,9,27,2,39
1,9,28,0,73
1,9,28,1,40
1,9,28,2,33
1,9,29,0,81
1,9,29,1,52
1,9,29,2,29
1,9,30,0,72
1,9,30,1,39
1,9,30,2,33
1,9,31,0,75
1,9,31,1,39
1,9,31,2,36
1,9,32,0,75
1,9,32,1,37
1,9,32,2,38
1,9,33,0,83
1,9,33,1,52
1,9,33,2,31
1,9,34,0,65
1,9,34,1,45
1,9,34,2,20
1,9,35,0,76
1,9,35,1,51
1,9,35,2,25
1,9,36,0,63
1,9,36,1,35
1,9,36,2,28
1,9,37,0,72
1,9,37,1,47
1,9,37,2,25
1,9,38,0,84
1,9,38,1,49
1,9,38,2,35
1,9,39,0,77
1,9,39,1,40
1,9,39,2,37
1,9,40,0,65
1,9,40,1,38
1,9,40,2,27
1,9,41,0,78
1,9,41,1,47
1,9,41,2,31
1,9,42,0,82
1,9,42,1,57
1,9,42,2,25
1,9,43,0,50
1,9,43,1,35
1,9,43,2,15
1,9,44,0,64
1,9,44,1,30
1,9,44,2,34
1,9,45,0,65
1,9,45,1,36
1,9,45,2,29
1,10,0,0,3924
1,10,0,1,2352
1,10,0,2,1572
1,10,1,0,53
1,10,1,1,25
1,10,1,2,28
1,10,2,0,55
1,10,2,1,27
1,10,2,2,28
1,10,3,0,56
1,10,3,1,33
1,10,3,2,23
1,10,4,0,55
1,10,4,1,39
1,10,4,2,16
1,10,5,0,44
1,10,5,1,29
1,10,5,2,15
1,10,6,0,53
1,10,6,1,30
1,10,6,2,23
1,10,7,0,47
1,10,7,1,27
1,10,7,2,20
1,10,8,0,41
1,10,8,1,23
1,10,8,2,18
1,10,9,0,56
1,10,9,1,34
1,10,9,2,22
